_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
557,291429,ถนน,9,กรุงเทพมหานคร,ถนนเป็นหลุม ชุมชนวัดประดิษฐ์,2022-9YH3B2,"['100.48715', '13.73247']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d11585a16ff1eaa7017d9230c7ca6ed42ed28723.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/067504a5ab5d107404241c2fc8ef5af20818053e.jpg,168 ถนน อิสรภาพ แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ธนบุรี,หิรัญรูจี,กรุงเทพมหานคร,2022-12-10 04:00:46.076182+00,{ถนน},finish,5,0,เสร็จสิ้น
🚩ใน ซ.นวมินทร์ 42,,,,,,,,,,,,,,,,,,,
มี 2ป้าย ใกล้ๆกัน,,,,,,,,,,,,,,,,,,,
658,291287,สัตว์จรจัด,12,กรุงเทพมหานคร,มีหน่วยงานที่รับเรื่องการทำหมันหมา แมว จรมั้ยคะ,2022-KD2GCL,"['100.65990', '13.70181']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/fd12ddb0b013f38bf827717ab4395cd6e7737e0a.jpg,,80 ซอย อ่อนนุช 66 แยก 19-12-7 แขวง ประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ประเวศ,ประเวศ,กรุงเทพมหานคร,2022-12-10 00:09:54.073262+00,{สัตว์จรจัด},inprogress,,0,รอรับเรื่อง
976,290690,,12,กรุงเทพมหานคร,ผิวจราจรเป็นหลุมลึก,2022-4R2LK9,"['100.51902', '13.67117']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ddbce2086481b2c87943489fa40c1864f145d81e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c2e2cd675f13366a1b8a931c9cb5f7a8af101756.jpg,116 1-2 ถ. ราษฎร์บูรณะ แขวง ราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,2022-12-09 02:23:29.74891+00,{},finish,4,0,เสร็จสิ้น
1091,290465,"ถนน,ความปลอดภัย",91,กรุงเทพมหานคร,ถนนแตกเป็นหลุมมอไซค์ตกหลุมอันตรายมากค่ะเป็นมาหลายเดือนแล้ว,2022-FHG7B9,"['100.48983', '13.78240']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0d6838a894b4c34622e9b6738ab2af633b4e9513.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6a5a35d4303525db052fbfcda29b82a40cfc929d.jpg,33 ถ. จรัญสนิทวงศ์ แขวง บางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางบำหรุ,กรุงเทพมหานคร,2022-12-08 13:57:08.528558+00,"{ถนน,ความปลอดภัย}",finish,5,0,เสร็จสิ้น
1220,290183,ท่อระบายน้ำ,12,กรุงเทพมหานคร,ฝาท่อระบายน้ำขนาดไม่พอดีกับท่อครับ กลัวว่าถ้าคนเดินผ่านไปมา หรือรถขับผ่านจะร่วงหลุดลงไป,2022-7TUBX7,"['100.50821', '13.75199']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/38cbf0c0b26a62f90220498fd04b83472641f0c3.jpg,,395 ถ. บำรุงเมือง แขวง บ้านบาตร เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,ป้อมปราบศัตรูพ่าย,บ้านบาตร,กรุงเทพมหานคร,2022-12-08 07:34:58.244049+00,{ท่อระบายน้ำ},inprogress,,0,กำลังดำเนินการ
1231,290163,ป้าย,12,กรุงเทพมหานคร,ป้ายปากซอยลาดพร้าว87 แยก23 ก่อนหน้านี้ ชำรุดมานาน ตอนนี้ไม่มีป้ายซอยแล้วครับ ไม่ทราบว่าหายไปไหน รบกวนแจ้งหน่วยงานที่เกี่ยวข้องเข้ามาติดตั้งใหม่ให้ด้วยครับ ขอบคุณครับ,2022-MNUQYY,"['100.61929', '13.79980']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e03182ae21549a8a442980a62e67881c41a52ee3.jpg,,22/62 ซอย ลาดพร้าว 87 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-08 07:10:32.778839+00,{ป้าย},inprogress,,0,กำลังดำเนินการ
1346,289937,ป้าย,5,กรุงเทพมหานคร,ป้ายกองโจร,2022-C3AXV8,"['100.43435', '13.73017']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9ab9ad1fdb67bb64c82be61b9d73e6124a8b7120.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7ed071a742f5c2c6629f384af0974cab75159cad.jpg,10 ซอย เพชรเกษม 48 แยก 47/1 แขวง บางด้วน เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางด้วน,กรุงเทพมหานคร,2022-12-08 02:27:47.035605+00,{ป้าย},finish,5,0,เสร็จสิ้น
1395,289856,ทางเท้า,91,กรุงเทพมหานคร,ทางเท้าที่ใช้เงลานานเกินไป​ ทำให้เสียการจราจรไป1เลน,2022-AZ3MEQ,"['100.63899', '13.76183']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1da9980a8e93115a83f06c8a32651f111e16dd1d.jpg,,2262 ถนน รามคำแหง แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,หัวหมาก,กรุงเทพมหานคร,2022-12-08 00:54:33.12096+00,{ทางเท้า},inprogress,,0,รอรับเรื่อง
1419,289821,ถนน,12,กรุงเทพมหานคร,ขอให้สำนักงานเขตปทุมวันช่วยเหลือผู้ไร้บ้านบริเวณป้ายรถเมล์โรงพยาบาลจุฬาฝั่งถนนพระราม 4,2022-6Z7QMQ,"['100.53510', '13.73026']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0878c10a59d28fbea0d13c9a375c6f9cbf82c766.jpg,,โรงพยาบาลจุฬาลงกรณ์ ฝั่งพระราม 4 แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,2022-12-07 23:44:37.295684+00,{ถนน},inprogress,,0,รอรับเรื่อง
🚩หน้าโลตัสโกเฟรช ตรง 3 แยก,,,,,,,,,,,,,,,,,,,
543,291444,กีดขวาง,91,กรุงเทพมหานคร,ยังมีรถมาจอด กีดขวางทางจราจร เหมือนเดิม ครับ,2022-8LEZAX,"['100.57061', '13.82614']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e6ee1dc151d27ee6ddfecfc113c1ad73de626ebb.jpg,,Soi Ratchadaphisek 44 [Soi Chaloem Suk] & ซ. พหลโยธิน 28 แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,จันทรเกษม,กรุงเทพมหานคร,2022-12-10 04:26:57.807613+00,{กีดขวาง},inprogress,,0,กำลังดำเนินการ
"ในการจัดการปัญหาดังกล่าว🥀🎁✌️✌️👏👏👏\"",2022-EWFZWC,"['100.64234', '13.80035']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c9672908a0c2ef190a3c9f682a012a2a161e1e3c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cf7e89c8ee956d7bd81b16926c527abac5f0781d.jpg,111 ถนนนวมินทร์ แขวง นวมินทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,นวมินทร์,กรุงเทพมหานคร,2022-12-09 08:55:36.685512+00,{ความสะอาด},finish,,0,เสร็จสิ้น,,,,,
แค่ถนนในซอยจันทน์เก่า 6 ประมาณ 50 เมตร เป็นรูปตัว T,,,,,,,,,,,,,,,,,,,
959,290729,น้ำท่วม,78,กรุงเทพมหานคร,มีน้ำท่วมขังส่งกลิ่นเหม็นตลอดทั้งปี เป็นแบบนี้มานานหลายปีแล้ว อยากให้ท่านผู้ว่าช่วยส่งคนมาดูปัญหาอย่างจริงจัง เนื่องจากประชาชนที่ใช้สัญจรมีความลำบากมากในการสัญจรบริเวณนี้มานานมากแล้ว ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,2022-FQH6F6,"['100.51743', '13.71147']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e2ec0925b1b0c06b5b459b68eebef2673763b050.jpg,,803 ซ. เจริญกรุง 67 แขวง ยานนาวา เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,สาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,2022-12-09 03:10:32.449171+00,{น้ำท่วม},report,,0,รอรับเรื่อง
1225,290176,"ถนน,กีดขวาง,คลอง,จราจร",91,กรุงเทพมหานคร,ต้องการร้องขอให้มีการตีเส้น ‘ห้ามหยุด’ บริเวณทางเข้า โรงเรียนวัดอัมพวัน (ตรงสะพานสูงๆข้างคลอง) ถนนพระราม 5 ใกล้สี่แยกราชวัตร เนื่องจากต้องการลดความแออัดของการจราจรติดขัด จากการกีดขวาง ช่วงเช้าและเย็น มีผู้ปกครองเดินทางรับส่งนักเรียนจำนวนมาก และมีรถจอดกั้นทางเข้าออก ทำให้เกิดการจราจรแออัด,2022-G2CFA6,"['100.52190', '13.77884']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/007e8cad6469de14e600c6232d65781b9247baa5.jpg,,406/7 ถ. พระรามที่ ๕ แขวง ถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,ดุสิต,ถนนนครไชยศรี,กรุงเทพมหานคร,2022-12-08 07:20:11.484778+00,"{ถนน,กีดขวาง,คลอง,จราจร}",inprogress,,1,กำลังดำเนินการ
1363,289915,ถนน,9,กรุงเทพมหานคร,ถนนเป็นหลุมบ่อ รถเกือบพังครับ,2022-7UQHHZ,"['100.70178', '13.71234']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b5d3151f3c06b51b576ecc0ef0155aab085977a7.jpg,,15/72 สุขาภิบาล 2 ซอย 8 แขวง ประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ประเวศ,ประเวศ,กรุงเทพมหานคร,2022-12-08 02:09:03.752956+00,{ถนน},inprogress,,0,กำลังดำเนินการ
1423,289809,จราจร,91,กรุงเทพมหานคร,จราจร ด้วยรถเมล์ ขสมก,2022-F8UF9D,"['100.58898', '13.73821']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1e5dee83d12c4a2895792ec9daa89a01587f3a22.jpg,,23 สุขุมวิท ซ. 63 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,คลองตันเหนือ,กรุงเทพมหานคร,2022-12-07 23:28:42.375671+00,{จราจร},report,,0,รอรับเรื่อง
72,292135,ท่อระบายน้ำ,6,กรุงเทพมหานคร,ขอให้ตรวจสอบฝาท่อระบายน้ำ บริเวณหน้าบ้าน 51/152 ซอยรามคำแหง 96 ที่ชำรุด เสื่อมสภาพ,2022-BLWRKN,"['100.67038', '13.77010']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f137bca7d3d3d22a2deb9d691fbc3e94ce3d7e94.jpg,,143 ซอย รามคำแหง 96 แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,2022-12-11 10:30:37.767343+00,{ท่อระบายน้ำ},inprogress,,0,กำลังดำเนินการ
